2020-06-08 07:44:09,082 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-06-08 07:44:09,112 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-06-08 07:44:09,113 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-06-08 07:44:09,113 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-06-08 07:44:09,135 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-06-08 07:44:09,136 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-06-08 07:44:09,282 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-06-08 07:44:32,223 INFO  SwAddin.cs: 271 - Assembly export called for file IRS
2020-06-08 07:44:37,874 INFO  SwAddin.cs: 290 - Saving assembly
2020-06-08 07:44:37,990 INFO  SwAddin.cs: 293 - Opening property manager
2020-06-08 07:44:38,005 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from IRS
2020-06-08 07:44:38,035 INFO  ExportHelperExtension.cs: 1142 - Found 37 in IRS
2020-06-08 07:44:38,036 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in IRS
2020-06-08 07:44:38,036 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-06-08 07:44:38,037 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2020-06-08 07:44:38,037 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Part1^IRS-1
2020-06-08 07:44:38,038 INFO  ExportHelperExtension.cs: 1142 - Found 39 in Part1^IRS-1
2020-06-08 07:44:38,038 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Part1^IRS-1
2020-06-08 07:44:38,039 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Part84^PJ 0090 0004 - JACO� 6DOF_KG-3-1
2020-06-08 07:44:38,039 INFO  ExportHelperExtension.cs: 1142 - Found 40 in Part84^PJ 0090 0004 - JACO� 6DOF_KG-3-1
2020-06-08 07:44:38,039 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Part84^PJ 0090 0004 - JACO� 6DOF_KG-3-1
2020-06-08 07:44:38,040 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from add2-1
2020-06-08 07:44:38,040 INFO  ExportHelperExtension.cs: 1142 - Found 43 in add2-1
2020-06-08 07:44:38,040 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in add2-1
2020-06-08 07:44:38,041 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from IntelRealsense_D435_Multibody-1
2020-06-08 07:44:38,041 INFO  ExportHelperExtension.cs: 1142 - Found 93 in IntelRealsense_D435_Multibody-1
2020-06-08 07:44:38,042 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in IntelRealsense_D435_Multibody-1
2020-06-08 07:44:38,042 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from IRS
2020-06-08 07:44:38,043 INFO  ExportHelperExtension.cs: 1142 - Found 37 in IRS
2020-06-08 07:44:38,043 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in IRS
2020-06-08 07:44:38,043 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-06-08 07:44:38,044 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2020-06-08 07:44:38,044 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Part1^IRS-1
2020-06-08 07:44:38,044 INFO  ExportHelperExtension.cs: 1142 - Found 39 in Part1^IRS-1
2020-06-08 07:44:38,044 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Part1^IRS-1
2020-06-08 07:44:38,045 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Part84^PJ 0090 0004 - JACO� 6DOF_KG-3-1
2020-06-08 07:44:38,045 INFO  ExportHelperExtension.cs: 1142 - Found 40 in Part84^PJ 0090 0004 - JACO� 6DOF_KG-3-1
2020-06-08 07:44:38,045 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Part84^PJ 0090 0004 - JACO� 6DOF_KG-3-1
2020-06-08 07:44:38,046 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from add2-1
2020-06-08 07:44:38,046 INFO  ExportHelperExtension.cs: 1142 - Found 43 in add2-1
2020-06-08 07:44:38,046 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in add2-1
2020-06-08 07:44:38,047 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from IntelRealsense_D435_Multibody-1
2020-06-08 07:44:38,047 INFO  ExportHelperExtension.cs: 1142 - Found 93 in IntelRealsense_D435_Multibody-1
2020-06-08 07:44:38,047 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in IntelRealsense_D435_Multibody-1
2020-06-08 07:44:38,249 INFO  SwAddin.cs: 316 - Loading config tree
2020-06-08 07:44:38,252 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2020-06-08 07:44:38,255 INFO  SwAddin.cs: 321 - Showing property manager
2020-06-08 07:46:02,833 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-06-08 07:49:56,839 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2020-06-08 07:49:56,962 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-06-08 07:52:59,715 INFO  SwAddin.cs: 271 - Assembly export called for file IRS
2020-06-08 07:52:59,716 INFO  SwAddin.cs: 276 - Save is required
2020-06-08 07:52:59,716 INFO  SwAddin.cs: 290 - Saving assembly
2020-06-08 07:52:59,923 INFO  SwAddin.cs: 293 - Opening property manager
2020-06-08 07:52:59,923 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from IRS
2020-06-08 07:52:59,924 INFO  ExportHelperExtension.cs: 1142 - Found 37 in IRS
2020-06-08 07:52:59,924 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in IRS
2020-06-08 07:52:59,925 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-06-08 07:52:59,925 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2020-06-08 07:52:59,925 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Part1^IRS-1
2020-06-08 07:52:59,926 INFO  ExportHelperExtension.cs: 1142 - Found 39 in Part1^IRS-1
2020-06-08 07:52:59,927 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Part1^IRS-1
2020-06-08 07:52:59,928 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Part84^PJ 0090 0004 - JACO� 6DOF_KG-3-1
2020-06-08 07:52:59,928 INFO  ExportHelperExtension.cs: 1142 - Found 40 in Part84^PJ 0090 0004 - JACO� 6DOF_KG-3-1
2020-06-08 07:52:59,929 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Part84^PJ 0090 0004 - JACO� 6DOF_KG-3-1
2020-06-08 07:52:59,930 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from add2-1
2020-06-08 07:52:59,930 INFO  ExportHelperExtension.cs: 1142 - Found 43 in add2-1
2020-06-08 07:52:59,931 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in add2-1
2020-06-08 07:52:59,931 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from IntelRealsense_D435_Multibody-1
2020-06-08 07:52:59,932 INFO  ExportHelperExtension.cs: 1142 - Found 93 in IntelRealsense_D435_Multibody-1
2020-06-08 07:52:59,933 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in IntelRealsense_D435_Multibody-1
2020-06-08 07:52:59,934 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from IRS
2020-06-08 07:52:59,934 INFO  ExportHelperExtension.cs: 1142 - Found 37 in IRS
2020-06-08 07:52:59,935 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in IRS
2020-06-08 07:52:59,936 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-06-08 07:52:59,936 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2020-06-08 07:52:59,936 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Part1^IRS-1
2020-06-08 07:52:59,937 INFO  ExportHelperExtension.cs: 1142 - Found 39 in Part1^IRS-1
2020-06-08 07:52:59,938 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Part1^IRS-1
2020-06-08 07:52:59,938 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Part84^PJ 0090 0004 - JACO� 6DOF_KG-3-1
2020-06-08 07:52:59,939 INFO  ExportHelperExtension.cs: 1142 - Found 40 in Part84^PJ 0090 0004 - JACO� 6DOF_KG-3-1
2020-06-08 07:52:59,939 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Part84^PJ 0090 0004 - JACO� 6DOF_KG-3-1
2020-06-08 07:52:59,940 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from add2-1
2020-06-08 07:52:59,940 INFO  ExportHelperExtension.cs: 1142 - Found 43 in add2-1
2020-06-08 07:52:59,941 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in add2-1
2020-06-08 07:52:59,942 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from IntelRealsense_D435_Multibody-1
2020-06-08 07:52:59,942 INFO  ExportHelperExtension.cs: 1142 - Found 93 in IntelRealsense_D435_Multibody-1
2020-06-08 07:52:59,943 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in IntelRealsense_D435_Multibody-1
2020-06-08 07:53:00,075 INFO  SwAddin.cs: 316 - Loading config tree
2020-06-08 07:53:00,075 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2020-06-08 07:53:00,077 INFO  SwAddin.cs: 321 - Showing property manager
2020-06-08 07:53:08,376 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-06-08 07:53:13,615 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2020-06-08 07:53:13,669 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-06-08 07:53:24,765 INFO  SwAddin.cs: 271 - Assembly export called for file IRS
2020-06-08 07:53:24,766 INFO  SwAddin.cs: 276 - Save is required
2020-06-08 07:53:24,766 INFO  SwAddin.cs: 290 - Saving assembly
2020-06-08 07:53:24,974 INFO  SwAddin.cs: 293 - Opening property manager
2020-06-08 07:53:24,975 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from IRS
2020-06-08 07:53:24,975 INFO  ExportHelperExtension.cs: 1142 - Found 37 in IRS
2020-06-08 07:53:24,976 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in IRS
2020-06-08 07:53:24,977 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-06-08 07:53:24,977 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2020-06-08 07:53:24,978 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Part1^IRS-1
2020-06-08 07:53:24,979 INFO  ExportHelperExtension.cs: 1142 - Found 39 in Part1^IRS-1
2020-06-08 07:53:24,979 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Part1^IRS-1
2020-06-08 07:53:24,980 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Part84^PJ 0090 0004 - JACO� 6DOF_KG-3-1
2020-06-08 07:53:24,980 INFO  ExportHelperExtension.cs: 1142 - Found 40 in Part84^PJ 0090 0004 - JACO� 6DOF_KG-3-1
